"","Region","MetropolitanStatus","Age","Sex","MaritalStatus","EdCode","Education","JobClass","WeeklyEarnings"
"5244","Northeast","Metropolitan",56,"Male","Married",39,"HighSchoolDiploma","Private",1153.84
"5245","South","Not Metropolitan",49,"Male","Married",41,"AssocDegOccupVocat","Private",1153.84
"5246","Midwest","Not Metropolitan",37,"Female","Not Married",43,"BachelorsDegree","Private",439.6
"5247","South","Metropolitan",39,"Female","Married",40,"SomeCollegeButNoDegree","Private",320
"5248","Midwest","Metropolitan",49,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",760
"5249","West","Metropolitan",40,"Female","Not Married",39,"HighSchoolDiploma","Private",300
"5250","West","Metropolitan",55,"Female","Not Married",39,"HighSchoolDiploma","Private",439.5
"5251","West","Metropolitan",50,"Male","Married",42,"AssocDegAcadem","Private",1000
"5252","Midwest","Metropolitan",38,"Female","Married",41,"AssocDegOccupVocat","Private",961.53
"5253","South","Metropolitan",31,"Male","Married",45,"ProfSchoolDegree","Private",961.53
"5254","Midwest","Metropolitan",56,"Female","Married",39,"HighSchoolDiploma","Private",865
"5255","Midwest","Metropolitan",23,"Male","Not Married",43,"BachelorsDegree","Private",705
"5256","South","Metropolitan",52,"Male","Married",40,"SomeCollegeButNoDegree","Private",784.61
"5257","Northeast","Metropolitan",31,"Male","Married",40,"SomeCollegeButNoDegree","Private",800
"5258","South","Metropolitan",54,"Female","Not Married",43,"BachelorsDegree","Private",1038.46
"5259","Northeast","Metropolitan",50,"Female","Married",44,"MastersDegree","Private",2206.08
"5260","South","Not Metropolitan",48,"Male","Married",43,"BachelorsDegree","Private",1192.3
"5261","Midwest","Not Metropolitan",32,"Female","Married",43,"BachelorsDegree","Private",1230.76
"5262","South","Not Metropolitan",36,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",350
"5263","South","Metropolitan",58,"Female","Married",42,"AssocDegAcadem","Private",600
"5264","West","Metropolitan",31,"Female","Not Married",43,"BachelorsDegree","Private",1312
"5265","South","Metropolitan",30,"Female","Married",43,"BachelorsDegree","Private",650
"5266","Northeast","Metropolitan",30,"Female","Married",40,"SomeCollegeButNoDegree","Private",730.76
"5267","West","Metropolitan",35,"Female","Married",40,"SomeCollegeButNoDegree","Private",297
"5268","South","Metropolitan",20,"Female","Married",40,"SomeCollegeButNoDegree","Private",400
"5269","Midwest","Metropolitan",26,"Female","Married",43,"BachelorsDegree","Private",596.15
"5270","Northeast","Not Metropolitan",38,"Male","Married",41,"AssocDegOccupVocat","Private",1212
"5271","South","Metropolitan",21,"Female","Not Married",36,"TenthGrade","Private",415.75
"5272","West","Metropolitan",46,"Male","Married",41,"AssocDegOccupVocat","Private",640
"5273","West","Not Metropolitan",38,"Male","Not Married",39,"HighSchoolDiploma","Private",400
"5274","West","Metropolitan",37,"Male","Not Married",37,"EleventhGrade","Private",1119
"5275","West","Metropolitan",53,"Female","Not Married",43,"BachelorsDegree","Private",700
"5276","South","Metropolitan",27,"Female","Not Married",44,"MastersDegree","Private",1307.69
"5277","Northeast","Metropolitan",36,"Male","Married",43,"BachelorsDegree","Private",1730.76
"5278","West","Metropolitan",37,"Female","Married",40,"SomeCollegeButNoDegree","Private",692.3
"5279","West","Metropolitan",51,"Female","Not Married",43,"BachelorsDegree","Private",589.84
"5280","West","Metropolitan",68,"Female","Not Married",41,"AssocDegOccupVocat","Private",1096
"5281","Midwest","Not Metropolitan",49,"Male","Married",42,"AssocDegAcadem","Private",384
"5282","Midwest","Metropolitan",34,"Female","Married",40,"SomeCollegeButNoDegree","Private",269.23
"5283","South","Metropolitan",32,"Female","Married",40,"SomeCollegeButNoDegree","Private",654.8
"5284","South","Metropolitan",34,"Female","Married",40,"SomeCollegeButNoDegree","Private",450
"5285","Northeast","Metropolitan",64,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",1115
"5286","Northeast","Metropolitan",46,"Male","Married",44,"MastersDegree","Private",2788.46
"5287","South","Metropolitan",40,"Male","Not Married",39,"HighSchoolDiploma","Private",500
"5288","South","Metropolitan",42,"Male","Not Married",39,"HighSchoolDiploma","Private",600
"5289","West","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",720
"5290","South","Not Metropolitan",29,"Female","Not Married",42,"AssocDegAcadem","Private",435
"5291","Midwest","Not Metropolitan",46,"Female","Married",39,"HighSchoolDiploma","Private",630
"5292","Northeast","Metropolitan",62,"Male","Married",39,"HighSchoolDiploma","Private",1368
"5293","South","Not Metropolitan",34,"Male","Not Married",39,"HighSchoolDiploma","Private",576.92
"5294","Midwest","Metropolitan",40,"Male","Married",43,"BachelorsDegree","Private",900
"5295","West","Metropolitan",55,"Male","Married",40,"SomeCollegeButNoDegree","Private",1250
"5296","Northeast","Metropolitan",26,"Male","Married",39,"HighSchoolDiploma","Private",1000
"5297","West","Metropolitan",59,"Male","Married",40,"SomeCollegeButNoDegree","Private",884
"5298","South","Metropolitan",49,"Male","Married",45,"ProfSchoolDegree","Private",1038.46
"5299","Midwest","Metropolitan",36,"Male","Married",39,"HighSchoolDiploma","Private",480
"5300","Midwest","Metropolitan",35,"Female","Married",43,"BachelorsDegree","Private",950
"5301","South","Metropolitan",52,"Female","Married",41,"AssocDegOccupVocat","Private",720
"5302","South","Metropolitan",52,"Male","Married",40,"SomeCollegeButNoDegree","Private",807
"5303","West","Not Identified",52,"Male","Married",40,"SomeCollegeButNoDegree","Private",1600
"5304","West","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",320
"5305","South","Metropolitan",41,"Male","Not Married",37,"EleventhGrade","Private",400
"5306","South","Metropolitan",35,"Male","Married",43,"BachelorsDegree","Private",1317.3
"5307","Northeast","Metropolitan",40,"Female","Married",39,"HighSchoolDiploma","Private",600
"5308","West","Metropolitan",39,"Female","Married",43,"BachelorsDegree","Private",750
"5309","Midwest","Metropolitan",26,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",1153.84
"5310","South","Metropolitan",38,"Female","Married",36,"TenthGrade","Private",560
"5311","West","Metropolitan",45,"Male","Married",39,"HighSchoolDiploma","Private",850
"5312","Midwest","Metropolitan",56,"Female","Married",43,"BachelorsDegree","Private",1085
"5313","Northeast","Metropolitan",57,"Female","Married",43,"BachelorsDegree","Private",1000
"5314","South","Metropolitan",41,"Female","Married",44,"MastersDegree","Private",500
"5315","Midwest","Metropolitan",30,"Female","Married",42,"AssocDegAcadem","Private",664
"5316","South","Not Metropolitan",44,"Male","Married",36,"TenthGrade","Private",850
"5317","Midwest","Not Metropolitan",26,"Male","Not Married",39,"HighSchoolDiploma","Private",500
"5318","West","Metropolitan",35,"Male","Married",39,"HighSchoolDiploma","Private",800
"5319","Northeast","Metropolitan",26,"Male","Married",43,"BachelorsDegree","Private",1211.53
"5320","Midwest","Metropolitan",50,"Female","Married",43,"BachelorsDegree","Private",1000
"5321","South","Not Identified",38,"Female","Married",36,"TenthGrade","Private",259
"5322","West","Metropolitan",25,"Female","Married",42,"AssocDegAcadem","Private",435
"5323","South","Metropolitan",45,"Male","Not Married",39,"HighSchoolDiploma","Private",350
"5324","Midwest","Metropolitan",25,"Female","Married",41,"AssocDegOccupVocat","Private",480
"5325","Northeast","Metropolitan",57,"Female","Not Married",39,"HighSchoolDiploma","Private",608
"5326","Northeast","Metropolitan",62,"Male","Not Married",39,"HighSchoolDiploma","Private",700
"5327","Midwest","Not Metropolitan",39,"Male","Married",43,"BachelorsDegree","Private",1300
"5328","West","Metropolitan",22,"Male","Married",40,"SomeCollegeButNoDegree","Private",961
"5329","Midwest","Not Metropolitan",67,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",500
"5330","Midwest","Metropolitan",62,"Female","Married",40,"SomeCollegeButNoDegree","Private",450
"5331","Midwest","Metropolitan",36,"Male","Married",43,"BachelorsDegree","Private",1788.46
"5332","Northeast","Metropolitan",62,"Male","Married",42,"AssocDegAcadem","Private",760
"5333","Midwest","Not Metropolitan",34,"Female","Not Married",41,"AssocDegOccupVocat","Private",307.69
"5334","West","Not Metropolitan",55,"Female","Married",42,"AssocDegAcadem","Private",1251.28
"5335","South","Metropolitan",23,"Male","Not Married",33,"FifthorSixthGrade","Private",323
"5336","West","Not Metropolitan",24,"Female","Married",36,"TenthGrade","Private",262.5
"5337","Northeast","Metropolitan",52,"Female","Married",43,"BachelorsDegree","Private",1000
"5338","West","Metropolitan",51,"Male","Married",43,"BachelorsDegree","Private",589
"5339","South","Metropolitan",42,"Female","Married",40,"SomeCollegeButNoDegree","Private",1188
"5340","West","Metropolitan",61,"Male","Married",40,"SomeCollegeButNoDegree","Private",425
"5341","South","Metropolitan",47,"Male","Married",44,"MastersDegree","Private",1153.84
"5342","Midwest","Not Metropolitan",44,"Female","Married",42,"AssocDegAcadem","Private",600
"5343","South","Metropolitan",45,"Male","Married",43,"BachelorsDegree","Private",1807.69
"5344","South","Metropolitan",33,"Male","Married",38,"TwelthButNoDiploma","Private",825
"5345","South","Metropolitan",35,"Male","Not Married",42,"AssocDegAcadem","Private",975
"5346","Northeast","Metropolitan",55,"Female","Married",43,"BachelorsDegree","Private",2846
"5347","Midwest","Metropolitan",63,"Male","Not Married",43,"BachelorsDegree","Private",1763.6
"5348","South","Not Metropolitan",57,"Female","Not Married",39,"HighSchoolDiploma","Private",1080
"5349","South","Not Metropolitan",57,"Female","Not Married",37,"EleventhGrade","Private",800
"5350","Northeast","Not Metropolitan",33,"Male","Married",40,"SomeCollegeButNoDegree","Private",590
"5351","West","Not Metropolitan",45,"Female","Married",44,"MastersDegree","Private",1700
"5352","Northeast","Metropolitan",29,"Male","Not Married",43,"BachelorsDegree","Private",1369.14
"5353","South","Metropolitan",54,"Male","Married",39,"HighSchoolDiploma","Private",320
"5354","Midwest","Metropolitan",34,"Male","Married",40,"SomeCollegeButNoDegree","Private",480
"5355","Northeast","Metropolitan",32,"Male","Not Married",39,"HighSchoolDiploma","Private",360
"5356","Northeast","Metropolitan",41,"Female","Married",43,"BachelorsDegree","Private",884
"5357","Northeast","Not Metropolitan",48,"Male","Not Married",39,"HighSchoolDiploma","Private",660.76
"5358","Midwest","Metropolitan",25,"Female","Not Married",41,"AssocDegOccupVocat","Private",325
"5359","West","Metropolitan",42,"Male","Married",39,"HighSchoolDiploma","Private",610
"5360","West","Metropolitan",46,"Female","Married",44,"MastersDegree","Private",769.23
"5361","South","Metropolitan",41,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",480
"5362","Northeast","Metropolitan",51,"Female","Married",43,"BachelorsDegree","Private",560
"5363","South","Metropolitan",45,"Female","Married",34,"SeventhOrEighthGrade","Private",442
"5364","Northeast","Metropolitan",29,"Male","Not Married",43,"BachelorsDegree","Private",615.38
"5365","South","Metropolitan",23,"Female","Not Married",39,"HighSchoolDiploma","Private",300
"5366","West","Metropolitan",49,"Male","Married",36,"TenthGrade","Private",330
"5367","West","Not Metropolitan",27,"Female","Married",44,"MastersDegree","Private",784.61
"5368","South","Metropolitan",33,"Male","Married",43,"BachelorsDegree","Private",1923.07
"5369","Northeast","Not Metropolitan",29,"Female","Not Married",39,"HighSchoolDiploma","Private",1060
"5370","Northeast","Metropolitan",59,"Male","Married",39,"HighSchoolDiploma","Private",504
"5371","Northeast","Not Metropolitan",37,"Male","Married",42,"AssocDegAcadem","Private",500
"5372","West","Metropolitan",41,"Female","Married",33,"FifthorSixthGrade","Private",425
"5373","West","Metropolitan",31,"Female","Married",40,"SomeCollegeButNoDegree","Private",608
"5374","South","Metropolitan",57,"Male","Not Married",43,"BachelorsDegree","Private",936.53
"5375","South","Metropolitan",32,"Male","Not Married",43,"BachelorsDegree","Private",760
"5376","South","Metropolitan",41,"Male","Married",40,"SomeCollegeButNoDegree","Private",1160
"5377","Midwest","Not Metropolitan",40,"Female","Married",44,"MastersDegree","Private",880
"5378","South","Metropolitan",44,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",262.5
"5379","South","Metropolitan",21,"Female","Not Married",39,"HighSchoolDiploma","Private",340
"5380","Midwest","Metropolitan",56,"Male","Married",39,"HighSchoolDiploma","Private",600
"5381","Northeast","Metropolitan",62,"Male","Married",39,"HighSchoolDiploma","Private",390
"5382","Midwest","Metropolitan",65,"Male","Married",40,"SomeCollegeButNoDegree","Private",640
"5383","South","Metropolitan",31,"Female","Not Married",39,"HighSchoolDiploma","Private",600
"5384","Northeast","Metropolitan",46,"Female","Married",43,"BachelorsDegree","Private",1346.15
"5385","West","Metropolitan",24,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",540
"5386","Northeast","Metropolitan",45,"Female","Married",42,"AssocDegAcadem","Private",1115
"5387","South","Metropolitan",58,"Female","Not Married",43,"BachelorsDegree","Private",635
"5388","Northeast","Metropolitan",30,"Female","Not Married",43,"BachelorsDegree","Private",840
"5389","Midwest","Not Metropolitan",53,"Female","Not Married",39,"HighSchoolDiploma","Private",525
"5390","South","Not Metropolitan",49,"Male","Married",40,"SomeCollegeButNoDegree","Private",923.07
"5391","Midwest","Metropolitan",36,"Female","Married",39,"HighSchoolDiploma","Private",673
"5392","Midwest","Metropolitan",57,"Male","Married",39,"HighSchoolDiploma","Private",620
"5393","Northeast","Metropolitan",41,"Female","Not Married",39,"HighSchoolDiploma","Private",402
"5394","Midwest","Metropolitan",42,"Male","Married",43,"BachelorsDegree","Private",517
"5395","West","Metropolitan",18,"Male","Not Married",39,"HighSchoolDiploma","Private",275
"5396","South","Metropolitan",43,"Male","Married",43,"BachelorsDegree","Private",1730.76
"5397","South","Not Metropolitan",51,"Female","Married",39,"HighSchoolDiploma","Private",300
"5398","Midwest","Not Metropolitan",54,"Male","Not Married",36,"TenthGrade","Private",640
"5399","Northeast","Metropolitan",64,"Female","Married",43,"BachelorsDegree","Private",1615.38
"5400","West","Metropolitan",39,"Male","Not Married",43,"BachelorsDegree","Private",1153
"5401","Northeast","Metropolitan",32,"Female","Not Married",38,"TwelthButNoDiploma","Private",2884.61
"5402","Midwest","Metropolitan",40,"Male","Married",43,"BachelorsDegree","Private",1153.84
"5403","West","Not Metropolitan",50,"Male","Not Married",39,"HighSchoolDiploma","Private",1800
"5404","Midwest","Metropolitan",61,"Female","Not Married",39,"HighSchoolDiploma","Private",480
"5405","West","Metropolitan",29,"Male","Married",39,"HighSchoolDiploma","Private",728
"5406","South","Metropolitan",22,"Male","Not Married",43,"BachelorsDegree","Private",663.46
"5407","Northeast","Not Metropolitan",27,"Female","Not Married",40,"SomeCollegeButNoDegree","Private",562.4
"5408","West","Metropolitan",37,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",730
"5409","South","Metropolitan",21,"Male","Not Married",40,"SomeCollegeButNoDegree","Private",407
"5410","Midwest","Not Metropolitan",39,"Male","Married",43,"BachelorsDegree","Private",961.53
