"","Region","MetropolitanStatus","Exper","Educ","Race","WeeklyEarnings"
"13037","Northeast","MetropolitanArea",17,12,"NotBlack",303.27
"13038","West","MetropolitanArea",5,11,"NotBlack",474.83
"13039","Midwest","MetropolitanArea",5,18,"NotBlack",854.7
"13040","Northeast","MetropolitanArea",6,12,"NotBlack",401.23
"13041","South","NotMetropolitanArea",55,3,"Black",189.93
"13042","Northeast","MetropolitanArea",9,12,"NotBlack",123.46
"13043","West","MetropolitanArea",22,6,"NotBlack",1107.95
"13044","Northeast","MetropolitanArea",17,12,"NotBlack",498.58
"13045","Midwest","MetropolitanArea",25,13,"NotBlack",949.67
"13046","Midwest","MetropolitanArea",24,12,"NotBlack",830.96
"13047","Midwest","MetropolitanArea",11,12,"NotBlack",830.96
"13048","Northeast","MetropolitanArea",12,13,"NotBlack",271.6
"13049","West","NotMetropolitanArea",28,8,"NotBlack",323.46
"13050","Midwest","MetropolitanArea",11,16,"NotBlack",1210.83
"13051","South","MetropolitanArea",45,12,"NotBlack",830.96
"13052","South","MetropolitanArea",21,12,"NotBlack",712.25
"13053","West","MetropolitanArea",28,13,"NotBlack",1068.38
"13054","West","NotMetropolitanArea",2,13,"NotBlack",379.87
"13055","Midwest","MetropolitanArea",29,12,"NotBlack",586.42
"13056","South","MetropolitanArea",49,9,"NotBlack",452.43
"13057","Midwest","MetropolitanArea",40,16,"NotBlack",1424.5
"13058","Midwest","MetropolitanArea",25,12,"NotBlack",1028.81
"13059","South","NotMetropolitanArea",21,12,"NotBlack",308.64
"13060","South","MetropolitanArea",3,16,"NotBlack",510.45
"13061","Midwest","MetropolitanArea",8,16,"NotBlack",522.32
"13062","South","MetropolitanArea",5,12,"NotBlack",304.86
"13063","South","MetropolitanArea",27,7,"NotBlack",105.82
"13064","South","MetropolitanArea",29,12,"NotBlack",925.93
"13065","South","MetropolitanArea",19,11,"NotBlack",474.83
"13066","South","MetropolitanArea",6,13,"NotBlack",403.61
"13067","South","NotMetropolitanArea",9,12,"Black",259.26
"13068","Northeast","MetropolitanArea",51,9,"NotBlack",451.09
"13069","South","MetropolitanArea",36,12,"NotBlack",166.19
"13070","Northeast","MetropolitanArea",17,12,"NotBlack",205.76
"13071","West","MetropolitanArea",5,12,"NotBlack",332.38
"13072","South","NotMetropolitanArea",25,12,"NotBlack",308.64
"13073","South","MetropolitanArea",4,13,"NotBlack",138.45
"13074","West","MetropolitanArea",3,18,"NotBlack",345.68
"13075","West","MetropolitanArea",30,17,"NotBlack",1589.96
"13076","Northeast","MetropolitanArea",45,12,"NotBlack",866.57
"13077","Northeast","MetropolitanArea",10,16,"NotBlack",959.16
"13078","South","MetropolitanArea",6,12,"NotBlack",427.35
"13079","South","NotMetropolitanArea",23,12,"NotBlack",849.95
"13080","West","NotMetropolitanArea",20,12,"NotBlack",641.03
"13081","Midwest","MetropolitanArea",4,12,"NotBlack",353.89
"13082","West","NotMetropolitanArea",23,12,"NotBlack",617.28
"13083","South","MetropolitanArea",0,14,"NotBlack",165.43
"13084","South","MetropolitanArea",20,16,"NotBlack",1020.89
"13085","West","NotMetropolitanArea",25,14,"NotBlack",1418.59
"13086","Northeast","MetropolitanArea",29,12,"NotBlack",830.96
"13087","Northeast","MetropolitanArea",4,13,"NotBlack",586.42
"13088","Northeast","MetropolitanArea",16,17,"NotBlack",847.25
"13089","South","MetropolitanArea",13,12,"NotBlack",451.09
"13090","Midwest","MetropolitanArea",25,12,"NotBlack",724.64
"13091","Midwest","NotMetropolitanArea",17,12,"NotBlack",790.12
"13092","South","MetropolitanArea",14,14,"NotBlack",584.05
"13093","West","MetropolitanArea",8,12,"Black",498.58
"13094","Midwest","MetropolitanArea",18,12,"NotBlack",481.29
"13095","Midwest","MetropolitanArea",7,16,"NotBlack",740.74
"13096","South","NotMetropolitanArea",18,12,"Black",451.09
"13097","Midwest","MetropolitanArea",6,12,"NotBlack",646.96
"13098","Northeast","MetropolitanArea",45,10,"NotBlack",380.25
"13099","South","MetropolitanArea",0,18,"Black",228.4
"13100","Midwest","MetropolitanArea",1,16,"NotBlack",415.48
"13101","Midwest","MetropolitanArea",0,16,"NotBlack",257.2
"13102","West","MetropolitanArea",22,6,"NotBlack",362.96
"13103","South","MetropolitanArea",20,15,"NotBlack",994.78
"13104","West","MetropolitanArea",20,14,"NotBlack",721.06
"13105","Northeast","MetropolitanArea",47,5,"NotBlack",726.22
"13106","South","MetropolitanArea",6,16,"NotBlack",546.06
"13107","Northeast","MetropolitanArea",27,12,"NotBlack",522.32
"13108","West","MetropolitanArea",3,13,"NotBlack",185.19
"13109","Midwest","NotMetropolitanArea",35,14,"NotBlack",498.58
"13110","West","MetropolitanArea",11,9,"NotBlack",219.48
"13111","West","MetropolitanArea",12,12,"NotBlack",349
"13112","West","NotMetropolitanArea",16,12,"NotBlack",1068.38
"13113","West","MetropolitanArea",32,11,"NotBlack",664.77
"13114","West","MetropolitanArea",14,10,"NotBlack",481.72
"13115","West","MetropolitanArea",33,12,"NotBlack",427.35
"13116","South","NotMetropolitanArea",41,6,"NotBlack",189.93
"13117","South","MetropolitanArea",17,12,"NotBlack",664.77
"13118","South","MetropolitanArea",49,8,"NotBlack",308.64
"13119","South","MetropolitanArea",10,16,"Black",759.73
"13120","Midwest","MetropolitanArea",43,12,"NotBlack",546.06
"13121","South","MetropolitanArea",10,10,"NotBlack",148.15
"13122","Midwest","MetropolitanArea",17,10,"NotBlack",902.18
"13123","South","MetropolitanArea",9,12,"NotBlack",759.73
"13124","Northeast","MetropolitanArea",23,12,"NotBlack",514.55
"13125","South","NotMetropolitanArea",6,12,"Black",379.87
"13126","South","MetropolitanArea",21,9,"NotBlack",569.8
"13127","Midwest","MetropolitanArea",38,13,"NotBlack",593.54
"13128","Northeast","MetropolitanArea",15,14,"NotBlack",593.54
"13129","South","MetropolitanArea",25,15,"NotBlack",592.68
"13130","South","NotMetropolitanArea",17,13,"NotBlack",332.38
"13131","South","MetropolitanArea",3,12,"Black",237.42
"13132","West","MetropolitanArea",10,17,"NotBlack",688.51
"13133","Midwest","MetropolitanArea",10,12,"NotBlack",775.51
"13134","South","MetropolitanArea",22,12,"NotBlack",411.4
"13135","Northeast","MetropolitanArea",1,15,"NotBlack",321.5
"13136","Midwest","MetropolitanArea",20,17,"NotBlack",2065.53
"13137","Midwest","MetropolitanArea",7,14,"NotBlack",641.03
"13138","Midwest","MetropolitanArea",19,12,"Black",660.35
"13139","Midwest","NotMetropolitanArea",39,9,"NotBlack",300.22
"13140","South","MetropolitanArea",8,16,"Black",356.13
"13141","Midwest","NotMetropolitanArea",13,14,"NotBlack",474.83
"13142","Midwest","MetropolitanArea",3,12,"NotBlack",427.35
"13143","South","MetropolitanArea",5,9,"NotBlack",140.6
"13144","South","NotMetropolitanArea",4,12,"NotBlack",415.48
"13145","Midwest","MetropolitanArea",54,6,"NotBlack",997.15
"13146","South","MetropolitanArea",11,18,"NotBlack",997.15
"13147","Midwest","MetropolitanArea",38,12,"NotBlack",302.66
"13148","South","MetropolitanArea",45,16,"NotBlack",1305.79
"13149","Northeast","MetropolitanArea",17,18,"NotBlack",925.93
"13150","West","MetropolitanArea",10,10,"NotBlack",308.64
"13151","Midwest","MetropolitanArea",12,16,"NotBlack",830.96
"13152","South","MetropolitanArea",10,15,"NotBlack",830.96
"13153","South","NotMetropolitanArea",21,17,"NotBlack",823.05
"13154","South","MetropolitanArea",40,11,"Black",631.1
"13155","West","MetropolitanArea",21,14,"NotBlack",712.25
"13156","Midwest","MetropolitanArea",8,12,"NotBlack",484.33
"13157","Midwest","MetropolitanArea",31,10,"NotBlack",688.51
"13158","West","MetropolitanArea",8,12,"NotBlack",177.73
"13159","South","NotMetropolitanArea",16,11,"NotBlack",459.94
"13160","South","NotMetropolitanArea",11,12,"NotBlack",144.2
"13161","South","MetropolitanArea",14,13,"NotBlack",807.22
"13162","Midwest","NotMetropolitanArea",17,13,"NotBlack",712.25
"13163","South","MetropolitanArea",6,12,"NotBlack",261.16
"13164","Northeast","MetropolitanArea",4,16,"NotBlack",688.51
"13165","South","MetropolitanArea",9,12,"NotBlack",384.09
"13166","West","MetropolitanArea",18,12,"NotBlack",593.54
"13167","Northeast","MetropolitanArea",37,12,"NotBlack",816.76
"13168","Northeast","NotMetropolitanArea",8,12,"NotBlack",356.13
"13169","West","MetropolitanArea",24,10,"NotBlack",1020.89
"13170","Northeast","NotMetropolitanArea",47,12,"NotBlack",356.13
"13171","Northeast","NotMetropolitanArea",8,12,"NotBlack",401.23
"13172","South","MetropolitanArea",16,5,"NotBlack",249.29
"13173","Northeast","MetropolitanArea",9,12,"NotBlack",427.35
"13174","South","NotMetropolitanArea",20,14,"NotBlack",641.03
"13175","West","MetropolitanArea",17,14,"NotBlack",949.67
"13176","Midwest","MetropolitanArea",34,12,"NotBlack",474.83
"13177","South","NotMetropolitanArea",21,12,"NotBlack",1234.57
"13178","Northeast","MetropolitanArea",40,12,"NotBlack",174.11
"13179","Midwest","NotMetropolitanArea",14,12,"NotBlack",493.83
"13180","Northeast","NotMetropolitanArea",8,12,"NotBlack",284.9
"13181","South","NotMetropolitanArea",42,5,"NotBlack",317.75
"13182","Midwest","NotMetropolitanArea",7,14,"NotBlack",296.3
"13183","Northeast","MetropolitanArea",27,12,"NotBlack",830.96
"13184","Northeast","MetropolitanArea",47,6,"NotBlack",522.32
"13185","Northeast","MetropolitanArea",34,12,"NotBlack",308.64
"13186","Midwest","MetropolitanArea",19,12,"NotBlack",783.48
"13187","Northeast","MetropolitanArea",1,16,"NotBlack",445.85
"13188","South","NotMetropolitanArea",6,12,"NotBlack",522.32
"13189","South","MetropolitanArea",3,12,"Black",166.19
"13190","Northeast","NotMetropolitanArea",1,12,"NotBlack",207.28
"13191","Midwest","MetropolitanArea",12,16,"NotBlack",1187.08
"13192","Midwest","MetropolitanArea",25,12,"NotBlack",807.22
"13193","Northeast","MetropolitanArea",35,11,"NotBlack",522.32
"13194","Northeast","MetropolitanArea",18,18,"NotBlack",1305.79
"13195","Midwest","MetropolitanArea",18,15,"NotBlack",1646.09
"13196","West","MetropolitanArea",45,9,"NotBlack",949.67
"13197","Midwest","NotMetropolitanArea",20,12,"NotBlack",246.91
"13198","West","MetropolitanArea",42,7,"NotBlack",234.57
"13199","Midwest","MetropolitanArea",10,18,"NotBlack",1481.48
"13200","South","NotMetropolitanArea",16,14,"NotBlack",462.96
"13201","Midwest","NotMetropolitanArea",12,11,"NotBlack",522.32
"13202","Midwest","MetropolitanArea",9,12,"NotBlack",617.28
"13203","South","MetropolitanArea",36,13,"Black",712.25
"13204","Northeast","NotMetropolitanArea",10,8,"NotBlack",664.77
"13205","Midwest","MetropolitanArea",7,12,"NotBlack",269.94
"13206","West","MetropolitanArea",34,16,"NotBlack",308.64
"13207","Midwest","MetropolitanArea",13,16,"NotBlack",664.77
"13208","South","MetropolitanArea",10,18,"NotBlack",807.22
"13209","West","MetropolitanArea",12,16,"NotBlack",1068.38
"13210","Northeast","MetropolitanArea",15,15,"NotBlack",783.48
"13211","South","MetropolitanArea",43,6,"NotBlack",569.8
"13212","South","MetropolitanArea",0,14,"NotBlack",185.19
"13213","West","NotMetropolitanArea",13,12,"NotBlack",712.25
"13214","Midwest","MetropolitanArea",2,16,"NotBlack",296.3
"13215","South","MetropolitanArea",6,16,"NotBlack",712.25
"13216","South","MetropolitanArea",27,12,"NotBlack",830.96
"13217","Northeast","MetropolitanArea",15,17,"NotBlack",1068.38
"13218","West","MetropolitanArea",17,12,"NotBlack",569.8
"13219","Midwest","MetropolitanArea",2,12,"NotBlack",189.93
"13220","Midwest","MetropolitanArea",16,12,"NotBlack",823.05
"13221","Midwest","MetropolitanArea",54,4,"Black",142.45
"13222","West","MetropolitanArea",2,13,"NotBlack",237.42
"13223","Midwest","MetropolitanArea",0,14,"NotBlack",253.26
"13224","Northeast","MetropolitanArea",12,11,"NotBlack",332.38
"13225","South","MetropolitanArea",13,16,"NotBlack",617.28
"13226","Midwest","MetropolitanArea",7,13,"Black",144.03
"13227","West","MetropolitanArea",20,18,"NotBlack",1115.86
"13228","West","MetropolitanArea",48,12,"NotBlack",617.28
"13229","Northeast","MetropolitanArea",17,16,"NotBlack",1020.89
"13230","Northeast","MetropolitanArea",17,12,"NotBlack",493.83
"13231","South","MetropolitanArea",9,16,"NotBlack",403.61
"13232","South","MetropolitanArea",27,10,"NotBlack",55.56
"13233","Midwest","MetropolitanArea",1,12,"NotBlack",192.9
"13234","South","MetropolitanArea",15,12,"NotBlack",524.69
"13235","Midwest","MetropolitanArea",20,16,"NotBlack",1709.4
"13236","Midwest","MetropolitanArea",10,12,"NotBlack",629.39
"13237","Northeast","NotMetropolitanArea",5,13,"Black",189.93
"13238","Midwest","NotMetropolitanArea",1,12,"NotBlack",170.94
"13239","Midwest","MetropolitanArea",15,13,"NotBlack",641.03
"13240","West","MetropolitanArea",13,18,"NotBlack",854.7
"13241","South","MetropolitanArea",22,8,"NotBlack",754.46
"13242","West","MetropolitanArea",9,14,"NotBlack",192.55
"13243","West","NotMetropolitanArea",12,16,"NotBlack",491.14
"13244","South","MetropolitanArea",35,12,"NotBlack",1063.25
"13245","Midwest","NotMetropolitanArea",16,10,"NotBlack",656.55
"13246","Midwest","MetropolitanArea",21,16,"NotBlack",1780.63
"13247","Northeast","MetropolitanArea",48,8,"NotBlack",712.25
"13248","Northeast","MetropolitanArea",12,11,"NotBlack",593.54
"13249","Midwest","MetropolitanArea",36,12,"NotBlack",854.7
"13250","South","MetropolitanArea",7,12,"NotBlack",327.55
"13251","Northeast","MetropolitanArea",7,8,"NotBlack",356.13
"13252","West","MetropolitanArea",19,13,"NotBlack",902.18
"13253","Midwest","MetropolitanArea",24,12,"NotBlack",818.21
"13254","Midwest","NotMetropolitanArea",14,12,"NotBlack",688.51
"13255","West","NotMetropolitanArea",13,12,"NotBlack",474.83
"13256","South","MetropolitanArea",37,10,"NotBlack",284.9
"13257","Midwest","MetropolitanArea",32,16,"NotBlack",1395.6
"13258","South","MetropolitanArea",3,16,"NotBlack",427.35
"13259","Midwest","NotMetropolitanArea",42,18,"NotBlack",1139.6
"13260","South","MetropolitanArea",34,10,"NotBlack",176.37
"13261","South","NotMetropolitanArea",29,12,"NotBlack",949.67
"13262","Midwest","MetropolitanArea",28,12,"NotBlack",332.38
"13263","Midwest","MetropolitanArea",38,11,"NotBlack",701.33
"13264","South","MetropolitanArea",11,16,"NotBlack",1139.6
"13265","South","MetropolitanArea",10,10,"NotBlack",142.97
"13266","South","NotMetropolitanArea",18,18,"NotBlack",688.51
"13267","Midwest","MetropolitanArea",12,16,"NotBlack",999.53
"13268","Northeast","MetropolitanArea",4,12,"NotBlack",237.42
"13269","Midwest","MetropolitanArea",24,18,"NotBlack",2374.15
"13270","Midwest","MetropolitanArea",11,12,"Black",356.13
"13271","South","MetropolitanArea",21,18,"NotBlack",1384.57
"13272","Northeast","MetropolitanArea",4,12,"NotBlack",358.07
"13273","South","MetropolitanArea",49,11,"NotBlack",192.9
"13274","Midwest","MetropolitanArea",17,16,"NotBlack",712.25
"13275","West","NotMetropolitanArea",17,13,"NotBlack",1092.12
"13276","West","NotMetropolitanArea",30,18,"NotBlack",569.8
"13277","West","MetropolitanArea",0,16,"NotBlack",132.28
"13278","Northeast","MetropolitanArea",17,14,"NotBlack",444.44
"13279","South","NotMetropolitanArea",39,14,"NotBlack",427.35
"13280","West","MetropolitanArea",27,12,"NotBlack",655.15
"13281","South","MetropolitanArea",19,14,"NotBlack",664.77
"13282","South","NotMetropolitanArea",27,12,"NotBlack",650.52
"13283","West","MetropolitanArea",6,14,"NotBlack",773.1
"13284","Midwest","MetropolitanArea",46,6,"Black",249.29
"13285","Midwest","MetropolitanArea",0,12,"NotBlack",154.32
"13286","South","MetropolitanArea",16,9,"NotBlack",324.79
"13287","West","NotMetropolitanArea",22,15,"NotBlack",232.67
"13288","Midwest","MetropolitanArea",38,12,"NotBlack",712.25
"13289","Midwest","MetropolitanArea",9,11,"NotBlack",417.85
"13290","Midwest","NotMetropolitanArea",17,13,"NotBlack",832.62
"13291","Northeast","NotMetropolitanArea",43,14,"NotBlack",949.67
"13292","Northeast","MetropolitanArea",19,16,"NotBlack",1780.63
"13293","South","MetropolitanArea",12,6,"NotBlack",175.95
"13294","South","NotMetropolitanArea",17,13,"NotBlack",502.97
"13295","South","MetropolitanArea",6,16,"NotBlack",902.18
"13296","South","MetropolitanArea",47,8,"Black",551.59
"13297","South","NotMetropolitanArea",9,15,"NotBlack",830.96
"13298","Midwest","NotMetropolitanArea",26,12,"NotBlack",237.42
"13299","South","NotMetropolitanArea",30,9,"NotBlack",746.48
"13300","South","MetropolitanArea",7,12,"NotBlack",296.77
"13301","South","MetropolitanArea",25,15,"NotBlack",1087.37
"13302","Midwest","NotMetropolitanArea",10,11,"NotBlack",284.9
"13303","Midwest","NotMetropolitanArea",40,16,"NotBlack",1157.41
"13304","South","MetropolitanArea",9,16,"NotBlack",664.77
"13305","West","NotMetropolitanArea",20,8,"NotBlack",280.58
"13306","South","MetropolitanArea",25,12,"NotBlack",712.25
"13307","South","MetropolitanArea",39,11,"NotBlack",1780.63
"13308","West","MetropolitanArea",26,14,"NotBlack",735.99
"13309","Midwest","MetropolitanArea",29,14,"NotBlack",593.54
"13310","Northeast","MetropolitanArea",17,14,"Black",177.13
"13311","Northeast","NotMetropolitanArea",24,14,"NotBlack",641.03
"13312","South","MetropolitanArea",2,12,"NotBlack",161.98
"13313","South","NotMetropolitanArea",21,16,"NotBlack",593.54
"13314","West","NotMetropolitanArea",21,12,"NotBlack",785.9
"13315","South","MetropolitanArea",34,12,"NotBlack",712.25
"13316","Northeast","MetropolitanArea",10,14,"NotBlack",587.65
"13317","Midwest","NotMetropolitanArea",51,12,"NotBlack",198.84
"13318","Midwest","MetropolitanArea",23,18,"NotBlack",1187.08
"13319","Midwest","MetropolitanArea",37,12,"NotBlack",546.06
"13320","South","NotMetropolitanArea",18,12,"Black",617.28
"13321","Midwest","MetropolitanArea",31,14,"NotBlack",949.67
"13322","Northeast","MetropolitanArea",18,12,"Black",712.25
"13323","Northeast","MetropolitanArea",6,16,"NotBlack",308.64
"13324","South","NotMetropolitanArea",34,12,"NotBlack",427.35
"13325","Northeast","MetropolitanArea",23,9,"NotBlack",314.69
"13326","Northeast","MetropolitanArea",15,16,"NotBlack",830.96
"13327","South","MetropolitanArea",40,16,"NotBlack",1661.92
"13328","South","MetropolitanArea",16,12,"NotBlack",356.13
"13329","South","NotMetropolitanArea",19,12,"Black",462.96
"13330","Midwest","NotMetropolitanArea",31,16,"NotBlack",759.73
"13331","South","MetropolitanArea",6,12,"Black",496.51
"13332","South","MetropolitanArea",21,13,"Black",1353.28
