"","Region","MetropolitanStatus","Age","EducationCategory","EducationCode","Race","WeeklyEarnings"
"3146","South","Metropolitan",47,"MastersDegree",44,"White",600
"3147","Midwest","Metropolitan",42,"HighSchoolDiploma",39,"White",1576.73
"3148","South","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",1442.3
"3149","South","Metropolitan",58,"TenthGrade",36,"White",1230.76
"3150","West","Not Metropolitan",39,"AssocDegOccupVocat",41,"White",1908
"3151","Midwest","Metropolitan",44,"HighSchoolDiploma",39,"White",1711.53
"3152","Midwest","Not Metropolitan",45,"AssocDegOccupVocat",41,"White",853.84
"3153","Northeast","Metropolitan",36,"BachelorsDegree",43,"White",1730.76
"3154","South","Not Metropolitan",24,"HighSchoolDiploma",39,"White",365
"3155","South","Metropolitan",52,"HighSchoolDiploma",39,"White",1315.38
"3156","South","Metropolitan",31,"SomeCollegeButNoDegree",40,"White",450
"3157","West","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",1575
"3158","South","Metropolitan",58,"DoctorateDegree",46,"White",1500
"3159","Northeast","Metropolitan",53,"AssocDegOccupVocat",41,"White",1002.4
"3160","West","Metropolitan",24,"HighSchoolDiploma",39,"White",340
"3161","West","Metropolitan",32,"SomeCollegeButNoDegree",40,"White",1057.69
"3162","Midwest","Metropolitan",50,"HighSchoolDiploma",39,"White",825
"3163","Midwest","Metropolitan",52,"SomeCollegeButNoDegree",40,"White",480.76
"3164","West","Not Metropolitan",22,"HighSchoolDiploma",39,"White",440
"3165","Northeast","Metropolitan",41,"BachelorsDegree",43,"Black",625
"3166","South","Metropolitan",48,"BachelorsDegree",43,"White",1307.69
"3167","South","Metropolitan",46,"BachelorsDegree",43,"White",576.92
"3168","South","Not Metropolitan",61,"HighSchoolDiploma",39,"White",961.53
"3169","South","Metropolitan",51,"SomeCollegeButNoDegree",40,"White",653.84
"3170","West","Not Metropolitan",43,"MastersDegree",44,"White",1538.46
"3171","South","Metropolitan",35,"SomeCollegeButNoDegree",40,"White",845.5
"3172","Midwest","Metropolitan",41,"BachelorsDegree",43,"White",2884
"3173","Northeast","Metropolitan",55,"AssocDegOccupVocat",41,"White",425
"3174","Northeast","Metropolitan",47,"HighSchoolDiploma",39,"White",1769
"3175","South","Metropolitan",39,"HighSchoolDiploma",39,"Black",450
"3176","Northeast","Metropolitan",31,"BachelorsDegree",43,"White",400
"3177","Northeast","Metropolitan",51,"BachelorsDegree",43,"White",405.84
"3178","Midwest","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",1346.15
"3179","Midwest","Metropolitan",54,"BachelorsDegree",43,"White",1000
"3180","Northeast","Metropolitan",38,"DoctorateDegree",46,"White",1923
"3181","West","Metropolitan",32,"TwelthButNoDiploma",38,"White",461.53
"3182","Midwest","Metropolitan",40,"SomeCollegeButNoDegree",40,"White",2403.84
"3183","Northeast","Metropolitan",46,"EleventhGrade",37,"White",576
"3184","West","Not Metropolitan",37,"BachelorsDegree",43,"White",1153.84
"3185","Midwest","Metropolitan",26,"AssocDegOccupVocat",41,"White",769.23
"3186","West","Metropolitan",32,"BachelorsDegree",43,"White",93.6
"3187","West","Metropolitan",35,"BachelorsDegree",43,"White",420
"3188","West","Metropolitan",46,"HighSchoolDiploma",39,"White",1000
"3189","South","Metropolitan",36,"BachelorsDegree",43,"White",1153
"3190","South","Metropolitan",48,"MastersDegree",44,"White",2307.69
"3191","South","Not Metropolitan",50,"HighSchoolDiploma",39,"White",1120
"3192","Midwest","Metropolitan",58,"SomeCollegeButNoDegree",40,"White",673.07
"3193","West","Metropolitan",32,"AssocDegOccupVocat",41,"White",769.23
"3194","West","Metropolitan",51,"HighSchoolDiploma",39,"White",720
"3195","West","Metropolitan",49,"BachelorsDegree",43,"White",2023
"3196","South","Metropolitan",60,"BachelorsDegree",43,"White",1019
"3197","South","Metropolitan",21,"SomeCollegeButNoDegree",40,"Black",407
"3198","South","Metropolitan",35,"BachelorsDegree",43,"White",2500
"3199","South","Metropolitan",52,"HighSchoolDiploma",39,"White",630
"3200","Midwest","Metropolitan",30,"ProfSchoolDegree",45,"White",1538.46
"3201","Midwest","Metropolitan",35,"MastersDegree",44,"White",1634.61
"3202","West","Not Metropolitan",65,"SomeCollegeButNoDegree",40,"White",1941
"3203","West","Metropolitan",41,"HighSchoolDiploma",39,"White",1076.92
"3204","Midwest","Metropolitan",42,"BachelorsDegree",43,"White",740
"3205","Northeast","Metropolitan",57,"BachelorsDegree",43,"White",2019.23
"3206","Northeast","Not Metropolitan",44,"HighSchoolDiploma",39,"White",320
"3207","Northeast","Not Metropolitan",36,"BachelorsDegree",43,"White",640
"3208","West","Metropolitan",26,"BachelorsDegree",43,"White",961.53
"3209","South","Metropolitan",36,"HighSchoolDiploma",39,"White",450
"3210","South","Metropolitan",60,"AssocDegOccupVocat",41,"White",657.6
"3211","Midwest","Metropolitan",57,"HighSchoolDiploma",39,"White",990
"3212","South","Metropolitan",39,"DoctorateDegree",46,"White",1346.15
"3213","South","Not Metropolitan",40,"HighSchoolDiploma",39,"White",520
"3214","South","Metropolitan",48,"EleventhGrade",37,"White",300
"3215","South","Metropolitan",32,"FifthorSixthGrade",33,"White",280
"3216","West","Metropolitan",47,"SomeCollegeButNoDegree",40,"White",1482
"3217","West","Not Metropolitan",44,"SomeCollegeButNoDegree",40,"White",692.3
"3218","Northeast","Metropolitan",53,"HighSchoolDiploma",39,"White",1442.3
"3219","Midwest","Metropolitan",48,"BachelorsDegree",43,"White",1000
"3220","West","Metropolitan",51,"BachelorsDegree",43,"White",1538.46
"3221","West","Metropolitan",46,"LessThanFirstGrade",31,"White",320
"3222","South","Not Metropolitan",25,"HighSchoolDiploma",39,"White",440
"3223","Northeast","Metropolitan",40,"HighSchoolDiploma",39,"White",1153.84
"3224","West","Not Identified",36,"HighSchoolDiploma",39,"White",1000
"3225","South","Metropolitan",48,"BachelorsDegree",43,"White",644
"3226","South","Metropolitan",44,"HighSchoolDiploma",39,"Black",653.84
"3227","Midwest","Metropolitan",29,"AssocDegAcadem",42,"White",340
"3228","Northeast","Metropolitan",47,"BachelorsDegree",43,"White",1000
"3229","South","Metropolitan",37,"TwelthButNoDiploma",38,"White",560
"3230","West","Not Metropolitan",65,"BachelorsDegree",43,"White",1346.15
"3231","West","Metropolitan",53,"SomeCollegeButNoDegree",40,"White",1384.61
"3232","South","Metropolitan",31,"MastersDegree",44,"White",1250
"3233","Northeast","Metropolitan",41,"MastersDegree",44,"White",1730.76
"3234","Midwest","Metropolitan",28,"AssocDegAcadem",42,"White",464
"3235","Midwest","Metropolitan",45,"HighSchoolDiploma",39,"White",769.23
"3236","Northeast","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",961.53
"3237","South","Metropolitan",55,"SomeCollegeButNoDegree",40,"White",961.53
"3238","Northeast","Metropolitan",46,"HighSchoolDiploma",39,"White",865
"3239","South","Metropolitan",54,"HighSchoolDiploma",39,"Black",437.5
"3240","South","Not Metropolitan",57,"HighSchoolDiploma",39,"Black",800
"3241","Midwest","Metropolitan",40,"MastersDegree",44,"White",2500
"3242","South","Metropolitan",55,"FifthorSixthGrade",33,"White",380
"3243","South","Not Metropolitan",39,"AssocDegOccupVocat",41,"White",961.53
"3244","West","Metropolitan",43,"SomeCollegeButNoDegree",40,"White",1440
"3245","West","Metropolitan",47,"HighSchoolDiploma",39,"Black",320
"3246","South","Metropolitan",34,"NinthGrade",35,"White",850
"3247","South","Metropolitan",33,"SomeCollegeButNoDegree",40,"White",856
"3248","Northeast","Metropolitan",61,"BachelorsDegree",43,"White",2884.61
"3249","West","Metropolitan",25,"BachelorsDegree",43,"White",640
"3250","Northeast","Metropolitan",41,"DoctorateDegree",46,"White",2576.92
"3251","South","Metropolitan",43,"BachelorsDegree",43,"White",1730.76
"3252","Midwest","Not Metropolitan",43,"BachelorsDegree",43,"White",923.07
"3253","West","Metropolitan",37,"HighSchoolDiploma",39,"White",1175
"3254","Northeast","Metropolitan",33,"DoctorateDegree",46,"White",1134.61
"3255","South","Metropolitan",30,"AssocDegOccupVocat",41,"White",1001
"3256","South","Metropolitan",57,"EleventhGrade",37,"Black",345
"3257","Midwest","Metropolitan",59,"BachelorsDegree",43,"White",2884.61
"3258","Midwest","Metropolitan",27,"HighSchoolDiploma",39,"White",384
"3259","Northeast","Metropolitan",46,"MastersDegree",44,"White",1918.75
"3260","West","Metropolitan",47,"HighSchoolDiploma",39,"White",886.62
"3261","South","Metropolitan",37,"HighSchoolDiploma",39,"White",2000
"3262","Midwest","Metropolitan",43,"MastersDegree",44,"Black",2115.38
"3263","West","Metropolitan",38,"FifthorSixthGrade",33,"White",480
"3264","Midwest","Metropolitan",40,"ProfSchoolDegree",45,"White",1346
"3265","Northeast","Metropolitan",37,"BachelorsDegree",43,"White",1384
"3266","Midwest","Metropolitan",42,"FirstSecondThirdOrFourthGrade",32,"White",187.5
"3267","Northeast","Metropolitan",44,"MastersDegree",44,"White",2307.69
"3268","Northeast","Metropolitan",56,"DoctorateDegree",46,"White",2884.61
"3269","West","Not Identified",49,"MastersDegree",44,"White",1288.46
"3270","Northeast","Metropolitan",59,"HighSchoolDiploma",39,"White",1408
"3271","Northeast","Metropolitan",31,"MastersDegree",44,"White",1269.23
"3272","South","Metropolitan",28,"HighSchoolDiploma",39,"Black",350
"3273","South","Metropolitan",63,"BachelorsDegree",43,"White",961.53
"3274","Northeast","Not Metropolitan",54,"HighSchoolDiploma",39,"White",667.6
"3275","Northeast","Metropolitan",28,"HighSchoolDiploma",39,"White",400
"3276","Northeast","Metropolitan",63,"SomeCollegeButNoDegree",40,"White",1211.53
"3277","Midwest","Metropolitan",23,"HighSchoolDiploma",39,"White",326
"3278","Northeast","Not Metropolitan",58,"HighSchoolDiploma",39,"White",700
"3279","West","Metropolitan",55,"EleventhGrade",37,"White",900
"3280","West","Metropolitan",42,"SomeCollegeButNoDegree",40,"White",500
"3281","Midwest","Metropolitan",63,"MastersDegree",44,"White",2884.61
"3282","Northeast","Not Metropolitan",59,"BachelorsDegree",43,"White",2500
"3283","South","Metropolitan",26,"HighSchoolDiploma",39,"White",576.92
"3284","South","Not Metropolitan",35,"SomeCollegeButNoDegree",40,"White",1008.4
"3285","South","Metropolitan",40,"ProfSchoolDegree",45,"White",2884.61
"3286","South","Metropolitan",37,"AssocDegOccupVocat",41,"Black",1000
"3287","Northeast","Metropolitan",62,"HighSchoolDiploma",39,"White",390
"3288","Northeast","Metropolitan",31,"AssocDegAcadem",42,"White",942
"3289","Midwest","Metropolitan",25,"BachelorsDegree",43,"White",850
"3290","South","Metropolitan",61,"HighSchoolDiploma",39,"White",1711.53
"3291","West","Metropolitan",47,"NinthGrade",35,"White",550
"3292","South","Not Metropolitan",52,"MastersDegree",44,"White",1153.84
"3293","South","Metropolitan",42,"DoctorateDegree",46,"White",1730.76
"3294","Midwest","Metropolitan",43,"MastersDegree",44,"White",1326.92
"3295","West","Metropolitan",24,"HighSchoolDiploma",39,"White",540
"3296","West","Metropolitan",48,"HighSchoolDiploma",39,"White",461.53
"3297","West","Metropolitan",36,"SomeCollegeButNoDegree",40,"White",346.15
"3298","Northeast","Not Metropolitan",59,"AssocDegAcadem",42,"White",520
"3299","South","Metropolitan",25,"HighSchoolDiploma",39,"White",575
"3300","Northeast","Not Metropolitan",43,"BachelorsDegree",43,"White",1346
"3301","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",1060
"3302","West","Metropolitan",34,"HighSchoolDiploma",39,"White",1107
"3303","Midwest","Metropolitan",45,"BachelorsDegree",43,"White",1730.76
"3304","South","Metropolitan",30,"HighSchoolDiploma",39,"White",772
"3305","West","Not Identified",30,"HighSchoolDiploma",39,"White",461.53
"3306","Midwest","Metropolitan",48,"MastersDegree",44,"White",673.07
"3307","West","Not Metropolitan",59,"HighSchoolDiploma",39,"White",1153.84
"3308","South","Metropolitan",56,"HighSchoolDiploma",39,"White",520
"3309","Midwest","Metropolitan",56,"BachelorsDegree",43,"White",1615.38
"3310","South","Metropolitan",58,"MastersDegree",44,"White",162.75
"3311","Northeast","Metropolitan",23,"AssocDegOccupVocat",41,"White",360
"3312","South","Metropolitan",55,"SomeCollegeButNoDegree",40,"White",692.3
"3313","West","Metropolitan",54,"TenthGrade",36,"White",350
"3314","South","Metropolitan",37,"BachelorsDegree",43,"White",730.76
"3315","West","Metropolitan",57,"SomeCollegeButNoDegree",40,"White",1634.61
"3316","West","Metropolitan",51,"FifthorSixthGrade",33,"White",760
"3317","Northeast","Metropolitan",58,"BachelorsDegree",43,"White",2340
"3318","Midwest","Metropolitan",47,"HighSchoolDiploma",39,"White",632
"3319","Northeast","Metropolitan",50,"HighSchoolDiploma",39,"White",800.8
"3320","Northeast","Metropolitan",60,"MastersDegree",44,"White",961
"3321","Northeast","Not Metropolitan",69,"EleventhGrade",37,"White",615.2
"3322","South","Metropolitan",43,"SomeCollegeButNoDegree",40,"White",2884.61
"3323","West","Metropolitan",24,"FifthorSixthGrade",33,"White",350
"3324","West","Metropolitan",46,"HighSchoolDiploma",39,"White",1057.69
"3325","South","Metropolitan",21,"HighSchoolDiploma",39,"Black",400
"3326","Midwest","Metropolitan",43,"SomeCollegeButNoDegree",40,"Black",1383.2
"3327","Northeast","Metropolitan",40,"AssocDegAcadem",42,"White",19.23
"3328","South","Metropolitan",27,"SomeCollegeButNoDegree",40,"White",384.61
"3329","Northeast","Metropolitan",26,"HighSchoolDiploma",39,"White",660
"3330","Northeast","Metropolitan",50,"EleventhGrade",37,"White",720
"3331","Midwest","Metropolitan",41,"BachelorsDegree",43,"White",950
"3332","West","Not Identified",52,"TenthGrade",36,"White",440
"3333","South","Metropolitan",24,"SomeCollegeButNoDegree",40,"White",76
"3334","South","Metropolitan",40,"MastersDegree",44,"White",2596.15
"3335","West","Metropolitan",53,"BachelorsDegree",43,"White",1538.46
"3336","West","Metropolitan",32,"HighSchoolDiploma",39,"White",1263.6
"3337","Midwest","Not Metropolitan",43,"BachelorsDegree",43,"White",961.53
"3338","Midwest","Metropolitan",45,"SomeCollegeButNoDegree",40,"White",1075.3
"3339","Midwest","Metropolitan",28,"HighSchoolDiploma",39,"White",654.3
"3340","South","Metropolitan",33,"BachelorsDegree",43,"White",560
"3341","West","Metropolitan",34,"MastersDegree",44,"White",865
"3342","South","Not Metropolitan",49,"AssocDegOccupVocat",41,"White",738.46
"3343","West","Not Metropolitan",60,"HighSchoolDiploma",39,"White",800
"3344","South","Metropolitan",52,"MastersDegree",44,"Black",2153.84
"3345","West","Metropolitan",30,"BachelorsDegree",43,"White",310
"3346","Northeast","Metropolitan",30,"HighSchoolDiploma",39,"White",490
"3347","Midwest","Not Metropolitan",53,"SomeCollegeButNoDegree",40,"White",2454
"3348","West","Not Metropolitan",59,"HighSchoolDiploma",39,"White",900
"3349","South","Metropolitan",33,"BachelorsDegree",43,"White",1923.07
"3350","Midwest","Metropolitan",55,"SomeCollegeButNoDegree",40,"White",1057.69
"3351","Midwest","Metropolitan",24,"SomeCollegeButNoDegree",40,"White",600
"3352","West","Metropolitan",48,"FifthorSixthGrade",33,"White",550
"3353","Midwest","Metropolitan",31,"AssocDegAcadem",42,"White",640
"3354","Midwest","Metropolitan",29,"BachelorsDegree",43,"White",2711
"3355","South","Metropolitan",37,"SomeCollegeButNoDegree",40,"White",1346.15
"3356","Midwest","Metropolitan",55,"HighSchoolDiploma",39,"White",1680
"3357","South","Metropolitan",49,"HighSchoolDiploma",39,"White",400
"3358","Northeast","Metropolitan",62,"SomeCollegeButNoDegree",40,"Black",1173.07
"3359","West","Metropolitan",32,"BachelorsDegree",43,"White",1250
"3360","Northeast","Metropolitan",54,"HighSchoolDiploma",39,"White",850.9
"3361","South","Metropolitan",26,"HighSchoolDiploma",39,"White",769.23
"3362","South","Metropolitan",43,"BachelorsDegree",43,"White",2403.84
"3363","Northeast","Metropolitan",50,"HighSchoolDiploma",39,"White",1115
"3364","South","Metropolitan",61,"BachelorsDegree",43,"White",2500
"3365","Midwest","Metropolitan",45,"HighSchoolDiploma",39,"White",430
"3366","South","Metropolitan",29,"BachelorsDegree",43,"White",1634.61
"3367","Midwest","Metropolitan",35,"SomeCollegeButNoDegree",40,"White",746
"3368","South","Metropolitan",56,"HighSchoolDiploma",39,"White",2692.3
"3369","West","Metropolitan",33,"AssocDegOccupVocat",41,"White",1038.46
"3370","West","Metropolitan",65,"HighSchoolDiploma",39,"White",1153.84
"3371","Midwest","Not Metropolitan",43,"BachelorsDegree",43,"White",600.75
"3372","Northeast","Metropolitan",47,"SomeCollegeButNoDegree",40,"White",596.15
"3373","West","Metropolitan",41,"HighSchoolDiploma",39,"White",475
"3374","South","Metropolitan",45,"HighSchoolDiploma",39,"White",700
"3375","South","Metropolitan",31,"MastersDegree",44,"White",1307.69
"3376","Midwest","Metropolitan",49,"SomeCollegeButNoDegree",40,"White",700
"3377","West","Metropolitan",23,"AssocDegOccupVocat",41,"White",520
"3378","West","Metropolitan",56,"SomeCollegeButNoDegree",40,"White",884
"3379","West","Metropolitan",28,"TwelthButNoDiploma",38,"White",392
"3380","West","Metropolitan",32,"BachelorsDegree",43,"White",807.69
"3381","Midwest","Metropolitan",26,"DoctorateDegree",46,"White",2115.38
"3382","Midwest","Metropolitan",24,"HighSchoolDiploma",39,"White",1360
"3383","South","Not Metropolitan",49,"BachelorsDegree",43,"White",1182.5
"3384","South","Metropolitan",37,"AssocDegAcadem",42,"White",1442.3
"3385","Northeast","Metropolitan",47,"BachelorsDegree",43,"White",889.42
"3386","West","Metropolitan",36,"BachelorsDegree",43,"White",807.69
"3387","Midwest","Not Metropolitan",61,"BachelorsDegree",43,"White",256
"3388","Midwest","Metropolitan",32,"BachelorsDegree",43,"White",1442.3
"3389","Midwest","Metropolitan",42,"BachelorsDegree",43,"White",2884
